code_air,nom_air,code_district
947,Ndogpassi 3 Centre,105
948,Ndogpassi 3 ZR,105
949,Oyack 1,105
950,Oyack 3,105
951,Soboum,105
952,Makob,106
953,Nkonga,106
954,Pouma,106
955,Saint Andre,106
956,Song Simouth,106
957,Benga,107
958,Bonepoupa,107
959,Longtoka,107
960,Solle,107
961,Tonde,107
962,Yabassi,107
963,Yingui,107
964,Adoumri,108
965,Bibemi,108
966,Bide,108
967,Dengui,108
968,Djaloumi,108
969,Houla,108
970,Lam,108
971,Mandjola,108
972,Mayo lope,108
973,Mbella,108
974,Ndiam badi,108
975,Padarme,108
976,Badadji,109
977,Batao,109
978,Bidzar,109
979,Biou,109
980,Djougui,109
981,Figuil,109
982,Karewa,109
983,Kong kong,109
984,Lam,109
985,Pelgue,109
986,Bangli,110
987,Djamboutou,110
988,Garoua winde,110
989,Kollere,110
990,Nakong,110
991,Ouro kanadi,110
992,Ouro malam amadou,110
993,Souari,110
994,Foulbere,111
995,Lainde,111
996,Nassarao,111
997,Poumpoumre,111
998,Roumde adjia,111
999,Takasco,111
1000,Barndake,112
1001,Bascheo,112
1002,Dembo,112
1003,Demsa,112
1004,Djatoumi,112
1005,Gaschiga,112
1006,Hamakoussou,112
1007,Kobossi,112
1008,Pomla manga,112
1009,Rognou,112
1010,Babouri,113
1011,Bissoli,113
1012,Djabi,113
1013,Sorawel,113
1014,Sossilim,113
1015,Tchontchi,113
1016,Balga,114
1017,Douroum,114
1018,Gaval,114
1019,Gorom,114
1020,Guider,114
1021,Larbak,114
1022,Libe,114
1023,Lougguere,114
1024,Matafal,114
1025,Morija,114
1026,Mousgoy,114
1027,Sainte martine,114
1028,Soukoundou,114
1029,Badankali,115
1030,Bakona,115
1031,Bame,115
1032,Bocki,115
1033,Dingale,115
1034,Djipporde,115
1035,Gouna,115
1036,Gounougou,115
1037,Lamoudam,115
1038,Na'ari,115
1039,Ouro kessoum,115
1040,Tongo,115
1041,Bossoum,116
1042,Doumo,116
1043,Dourbeye,116
1044,Guirviza,116
1045,Mandama,116
1046,Mayo oulo,116
1047,Mouroum,116
1048,Pologozom,116
1049,Wafo,116
1050,Babla,117
1051,Badang,117
1052,Boumedje,117
1053,Djalingo,117
1054,Djefatou,117
1055,Lainde tchitta,117
1056,Mbaga,117
1057,Ndjola,117
1058,Ngong,117
1059,Sanguere ngal,117
1060,Tcheboa,117
1061,Touroua,117
1062,Badjouma centre,118
1063,Badjouma radier,118
1064,Bajengo,118
1065,Banaye,118
1066,Be,118
1067,Boula ibib,118
1068,Dola,118
1069,Holma,118
1070,Langui,118
1071,Pitoa,118
1072,Balkossa,119
1073,Beka,119
1074,Bimba,119
1075,Boumba,119
1076,Djoumte,119
1077,Fignole,119
1078,Poli,119
1079,Tapare,119
1080,Tchamba,119
1081,Voko,119
1082,Wangai,119
1083,Alpha,120
1084,Baikwa,120
1085,Bere,120
1086,Djamare,120
1087,Djouroum,120
1088,Dobinga,120
1089,Koinderi,120
1090,Kong rong,120
1091,Mombore,120
1092,Rey bouba,120
1093,Sinassi,120
1094,Somessi,120
1095,Djaba,121
1096,Gamba,121
1097,Gor,121
1098,Hormbali,121
1099,Kali,121
1100,Madingring,121
1101,Sakdje,121
1102,Sorombeo,121
1103,Tchollire,121
1104,Djom,122
1105,Dompta,122
1106,Mafare,122
1107,Mbai-mboum,122
1108,Mbaka,122
1109,Mbang-rey,122
1110,Mbeing,122
1111,Ngai-lara,122
1112,Touboro,122
1113,Vogzom,122
1114,Yanli,122
1115,Abongshie,123
1116,Ako urban,123
1117,Akwaja,123
1118,Berabe,123
1119,Buku,123
1120,Jevi,123
1121,Kuta,123
1122,Akofunguba,124
1123,Akossia,124
1124,Buwe - Bukari,124
1125,Mambu,124
1126,Manji,124
1127,Mankanikong,124
1128,Mankwi,124
1129,Mbakong,124
1130,Mforya,124
1131,Mundum,124
1132,Nchum,124
1133,Nsem,124
1134,Nsoh,124
1135,Tingoh,124
1136,Bali catholic,125
1137,Bali urban,125
1138,Bawock,125
1139,Bossa,125
1140,Gungong,125
1141,Njenka,125
1142,Wosing,125
1143,Akumlam,126
1144,Alabukam,126
1145,Alakuma,126
1146,Alamandom,126
1147,Atuakom,126
1148,Azire,126
1149,Mankon,126
1150,Mbachogwa,126
1151,Mendankwe,126
1152,Mulang,126
1153,Ndzah,126
1154,Nkwen Baptist,126
1155,Nkwen rural,126
1156,Nkwen urban,126
1157,Ntambag,126
1158,Ntamulung,126
1159,Ntankah,126
1160,Ashong,127
1161,Batibo urban,127
1162,Bifang,127
1163,Eka,127
1164,Ewai,127
1165,Ewoh,127
1166,Guzang,127
1167,Gwofon,127
1168,Kugwe,127
1169,Kulabei,127
1170,Larinji,127
1171,Olorunti,127
1172,Tiben,127
1173,Widikum,127
1174,Baworo,128
1175,Beba-Batomo,128
1176,Befang,128
1177,Benabinge,128
1178,Benade,128
1179,Benakuma,128
1180,Modelle,128
1181,Okoromanjang,128
1182,Aduk,129
1183,Anyajua,129
1184,Belo,129
1185,Faunantui,129
1186,Fundong urban,129
1187,Kikfuini,129
1188,Konene,129
1189,Mbengkas,129
1190,Mbessa,129
1191,Mejang,129
1192,Mentang,129
1193,Ndawara,129
1194,Dzeng,130
1195,Jakiri cma,130
1196,Jakiri IHC,130
1197,Kwanso,130
1198,Lip,130
1199,Mbah,130
1200,Mbam,130
1201,Mbiame,130
1202,Mbokam,130
1203,Mbonso,130
1204,Ngendzen,130
1205,Ngorin,130
1206,Nkar,130
1207,Shisong,130
1208,Sop,130
1209,Tatum,130
1210,Vekovi,130
1211,Wainamah,130
1212,Wasi Ber,130
1213,Wvem,130
1214,BBH,131
1215,Buh,131
1216,Kai,131
1217,Kikaikom,131
1218,Kikiakelaki,131
1219,Kitiwum,131
1220,Kumbo CMA,131
1221,Kumbo urban,131
1222,Kuvlu,131
1223,Melim,131
1224,Nkumkov,131
1225,Abebung,132
1226,Acha tugi,132
1227,Acha tugi,132
1228,Ajei,132
1229,Andek,132
1230,Azem,132
1231,Bome,132
1232,Etwii,132
1233,Kob,132
1234,Mbengeghang,132
1235,Mbengwi urban,132
1236,Munam,132
1237,Ngyen mbo,132
1238,Njah etu,132
1239,Njindom,132
1240,Nkon mengom,132
1241,Teze,132
1242,Tinechung,132
1243,Baba 1,133
1244,Babessi,133
1245,Babungo,133
1246,Bafanji,133
1247,Balikumbat,133
1248,Bamali,133
1249,Bambalang,133
1250,Bamessing,133
1251,Bamunka rural,133
1252,Bamunka urban,133
1253,Bamunkumbit,133
1254,Bangolan,133
1255,Mbangsalle,133
1256,Mbissa,133
1257,Mighang,133
1258,kakar,134
1259,Luh,134
1260,Mangu,134
1261,Mbawrong,134
1262,Mbiyeh,134
1263,Mbongong,134
1264,Ndu urban,134
1265,Ntumbaw,134
1266,Sop,134
1267,Akanunku,135
1268,Konda,135
1269,Kuttin,135
1270,Njikwa,135
1271,Oshie,135
1272,Bih,136
1273,Binka,136
1274,Binshua,136
1275,Bua-bua,136
1276,Dumbu,136
1277,Fonfuka,136
1278,Kom,136
1279,Lus,136
1280,Mbot,136
1281,Misaje,136
1282,Njap,136
1283,Nkambe urban,136
1284,Tabenken,136
1285,Wat,136
1286,Gom,137
1287,Lih,137
1288,Ngu,137
1289,Ntem,137
1290,Ntong,137
1291,Nwa,137
1292,Yang,137
1293,Djottin,138
1294,Elak,138
1295,Ibal,138
1296,Ichim,138
1297,Jikijem,138
1298,Kevu,138
1299,Lassin,138
1300,Mboh,138
1301,Ngeptang,138
1302,Nkor,138
1303,Simonkoh,138
1304,Akum,139
1305,Awing,139
1306,Baligham,139
1307,Buchi,139
1308,Mbeme,139
1309,Mbu,139
1310,Menka,139
1311,Ndepang,139
1312,Ntoh,139
1313,Pinyin,139
1314,Santa urban,139
1315,Baforkum,140
1316,Bambili,140
1317,Bambui,140
1318,Finge,140
1319,Kedjom keku,140
1320,Kedjom ketinguh,140
1321,Kwighe,140
1322,Lih,140
1323,Ntehmbang,140
1324,Sabga,140
1325,Tikebeng,140
1326,Abar,141
1327,Bafmen,141
1328,Bu,141
1329,Esu,141
1330,Furuawa,141
1331,Furubana,141
1332,Ise,141
1333,Kpep,141
1334,Kumfutu,141
1335,Munkep,141
1336,St Martin,141
1337,Weh,141
1338,Weh azoh,141
1339,Wum urban,141
1340,Yemge,141
1341,Zhoa,141
1342,Babouate,142
1343,Baboutcha-Fongam,142
1344,Baboutcheu-Ngaleu,142
1345,Bafang-Chefferie,142
1346,Bakou,142
1347,Bana,142
1348,Manila,142
1349,Mouankeu,142
1350,Ndokovi,142
1351,Baham,143
1352,Bahiala Cheffou,143
1353,Bametchoue Fodom,143
1354,Bangou-Carrefour,143
1355,Bangou-Ville,143
1356,Bapa Bametchetcha,143
1357,Batie,143
1358,Kassim,143
1359,Ngougoua,143
1360,Baboum,144
1361,Bahouan I,144
1362,Bahouan II,144
1363,Balatsit,144
1364,Bameka,144
1365,Bamendjou,144
1366,Bangam,144
1367,Batchoum,144
1368,Ngouang,144
1369,Babouantou,145
1370,Bandja-Chefferie,145
1371,Bandja-Ville,145
1372,Baving,145
1373,Fondanti,145
1374,Fondjomekwet,145
1375,Fotouni,145
1376,Batoufam,146
1377,Bayagam,146
1378,Demdemg,146
1379,Dja,146
1380,Djiomghouo,146
1381,Famla II,146
1382,Ha'a,146
1383,Mbouo,146
1384,Pete,146
1385,Semto,146
1386,Tesse,146
1387,Tsela,146
1388,Yom,146
1389,Badounga,147
1390,Bakong,147
1391,Balengou,147
1392,Bamena,147
1393,Bangang-Fokam,147
1394,Bangangte,147
1395,Bangoua,147
1396,Bangoulap,147
1397,Bantoum I,147
1398,Bassamba,147
1399,Batchingou,147
1400,Bazou,147
1401,Feugnoun,147
1402,Ndipta III,147
1403,Projet Route du Noun,147
1404,Tonga,147
1405,Toukop,147
1406,Bangambi,148
1407,Bangourain,148
1408,Kouhouat,148
1409,Koumengba,148
1410,Kourom,148
1411,Koutoukpi,148
1412,Baladjeutsa,149
1413,Baleghang,149
1414,Balena,149
1415,Bambi,149
1416,Bamougong,149
1417,Bangang Chefferie Est,149
1418,Bangang Chefferie Ouest,149
1419,Batcham Chefferie,149
1420,Batcham Fiela,149
1421,Batcham Ville,149
1422,Batsintchuet,149
1423,Nzindong,149
1424,Baleveng,150
1425,Balevoni,150
1426,Doumbouo,150
1427,Fiala Foreke,150
1428,Fokoue,150
1429,Fometa,150
1430,Fomopea,150
1431,Fonakeukeu,150
1432,Fondonera,150
1433,Fongo-Ndeng,150
1434,Fontsa Touala,150
1435,Fotsetsa,150
1436,Latchouet,150
1437,Lepoh,150
1438,Lingang-Foto,150
1439,Maka,150
1440,Mbeng,150
1441,Mboua,150
1442,Mekouale,150
1443,Ndoh-Djutsitsa,150
1444,Nkeuli,150
1445,siteu,150
1446,Bafole,151
1447,Foumban Nord,151
1448,Foumban Ouest,151
1449,Foumban Sud,151
1450,Foyet,151
1451,Kouchankap,151
1452,Kouffen,151
1453,Koundja,151
1454,Koupa Kagnam,151
1455,Koupa Matapit,151
1456,Koutie,151
1457,Mambain,151
1458,Mancha,151
1459,Mapouoche,151
1460,Mataket,151
1461,Matoumbain,151
1462,Mayap,151
1463,Njimom,151
1464,Njindare,151
1465,Njisse,151
1466,Baigom,152
1467,Baigom II,152
1468,Fosset,152
1469,Foumbot I,152
1470,Foumbot II,152
1471,Foumbot III,152
1472,Foumbot IV,152
1473,Foumbot V,152
1474,Maka II,152
1475,Momo,152
1476,Njone,152
1477,Bagam,153
1478,Bagam Est,153
1479,Bagam Nord,153
1480,Bamendjing,153
1481,Bamenyam,153
1482,Bati,153
1483,Galim,153
1484,Galim-Est,153
1485,Menfoung,153
1486,Balembo,154
1487,Bamengui,154
1488,Bangui-Chari,154
1489,Banwa,154
1490,Bapoungue,154
1491,Bayon,154
1492,Kekem,154
1493,Mboebo,154
1494,Chanas,155
1495,Kouoptamo,155
1496,Koupara,155
1497,Ngbetsoueen,155
1498,Njidoun,155
1499,Njingoumbe,155
1500,Njintapon,155
1501,Fejemkwet,156
1502,Koula,156
1503,Magba,156
1504,Mahoua,156
1505,Makoutam,156
1506,Makpa,156
1507,Malantouen,156
1508,Malien,156
1509,Manda,156
1510,Manguiembou,156
1511,Manjouom,156
1512,Manki II,156
1513,Mantoum,156
1514,Mapou Njipoute,156
1515,Matoupou,156
1516,Matta,156
1517,Mayo,156
1518,Ngounso,156
1519,Magna,157
1520,Makom,157
1521,Malanden,157
1522,Mamognan,157
1523,Mankouombi,157
1524,Mansouen,157
1525,Massangam,157
1526,Matoufa,157
1527,Mayakoue,157
1528,Babete,158
1529,Bafounda,158
1530,Balatchi,158
1531,Balepo,158
1532,Bamelo,158
1533,Bamendjinda,158
1534,Bamenkombo,158
1535,Bamesso,158
1536,Mbouda Nord,158
1537,Mbouda Sud,158
1538,Mbouda-Ouest,158
1539,Toumaka,158
1540,Badiembou,159
1541,Bapi,159
1542,Batoukop,159
1543,Baye,159
1544,Djeleng,159
1545,Djietcha,159
1546,Djunang,159
1547,Famla,159
1548,Famtchouet,159
1549,Kamkop,159
1550,Keuleu,159
1551,King Place,159
1552,Kongso,159
1553,Kouogouo,159
1554,Lafe,159
1555,Tchada,159
1556,Tocket,159
1557,Tyo,159
1558,Wouong,159
1559,Yagou,159
1560,Badjeghang,160
1561,Balefock,160
1562,Balessing,160
1563,Baloum,160
1564,Bambi,160
1565,Bamendou II,160
1566,Bamendou Leo,160
1567,Bamendou-Chefferie,160
1568,Baneghang,160
1569,Bani-Baloum,160
1570,Bansoa Chefferie,160
1571,Batotcha,160
1572,Centre urbain,160
1573,Bale,161
1574,Fombap,161
1575,Ngah-Kou,161
1576,Ngwatta,161
1577,Santchou,161
1578,Akwa,162
1579,Akwaya,162
1580,Amassi,162
1581,Bagundu,162
1582,Bassa,162
1583,Idabato,163
1584,Isangele,163
1585,Kombo Abedimo,163
1586,Kombo Itindi,163
1587,Bangem,164
1588,Ebamut,164
1589,Ekajoh Bajoh,164
1590,Muabi,164
1591,Muambong,164
1592,Nkack,164
1593,Bokwaongo,165
1594,Bova,165
1595,Buea Road,165
1596,Buea Town,165
1597,Molyko,165
1598,Muea,165
1599,Tole,165
1600,Bafaka,166
1601,Bamusso,166
1602,Bekora,166
1603,Bekumu,166
1604,Bisoro,166
1605,Ekondo Titi,166
1606,Illor,166
1607,Kumbe Balue,166
1608,Lobe,166
1609,Afap,167
1610,Ekok,167
1611,Eyumojock,167
1612,Kembong,167
1613,Ogurang,167
1614,Azi,168
1615,Essoh Attah,168
1616,Fojumetaw,168
1617,Fotabong,168
1618,Mbetta,168
1619,Menji,168
1620,Njungo,168
1621,Takwai,168
1622,Ibemi,169
1623,Ikiliwindi,169
1624,Konye,169
1625,Kurume,169
1626,Matoh,169
1627,Mbakwa Supe,169
1628,Nyandong,169
1629,Wone,169
1630,Banga Bakundu,170
1631,Big Bekondo,170
1632,Big Ngbandi,170
1633,Dikome Balue,170
1634,Ekombe Bonji,170
1635,Fiango,170
1636,Kumba Mbeng,170
1637,Kumba Pulletin,170
1638,Kumba Town,170
1639,Massaka,170
1640,Mukonje,170
1641,Ntam,170
1642,Batoke,171
1643,Bojongo,171
1644,Bota,171
1645,Idenua,171
1646,Mabeta,171
1647,Moliwe,171
1648,Sea Port,171
1649,Zone 2,171
1650,Bachuo Akagbe,172
1651,Kajifu,172
1652,Kendem,172
1653,Mamfe,172
1654,Tali,172
1655,Boa Balondo,173
1656,Bokosso,173
1657,Kombone,173
1658,Kotto Barombi,173
1659,Mbonge,173
1660,Lipenja,174
1661,Madie Ngollo,174
1662,Mundemba,174
1663,Pamol Ndian,174
1664,Bafia,175
1665,Ekona,175
1666,Malende,175
1667,Meanja,175
1668,Muyuka,175
1669,Ayong,176
1670,Bakogo,176
1671,Elumba Mbo,176
1672,Eyang Atemako,176
1673,Manyemen,176
1674,Nguti 1,176
1675,Nguti 2,176
1676,Ntale,176
1677,Holforth,177
1678,Kange,177
1679,Likomba,177
1680,Misselele,177
1681,Mondoni,177
1682,Mudeka,177
1683,Mutengene,177
1684,Tiko Town,177
1685,Baseng,178
1686,Ebonji,178
1687,Edibenjock,178
1688,Ndibenjock,178
1689,Ndom,178
1690,Nyassosso,178
1691,Tombel Town,178
1692,Bamumbu,179
1693,Bechati,179
1694,Fotang,179
1695,Abang - Minko,180
1696,Ambam,180
1697,Evouzok,180
1698,Kye - Ossi,180
1699,Ma'an,180
1700,Mbam Essa Obam,180
1701,Mebang,180
1702,Mefoup,180
1703,Mendjimi,180
1704,Messama 1,180
1705,Meyo Centre,180
1706,Mfoua,180
1707,Minkan- Mengale,180
1708,Ndjazeng,180
1709,Nong,180
1710,Nsessoum,180
1711,Nyabessang,180
1712,Alati,181
1713,Djoum,181
1714,Melen-Zaman,181
1715,Mfem,181
1716,Mintom,181
1717,Mveng,181
1718,Nkolenyeng,181
1719,Oveng Fang,181
1720,Abang,182
1721,Biba I,182
1722,Bissam,182
1723,Bitsogman,182
1724,Biwong Bane,182
1725,Dispensaire Urbain,182
1726,Doum,182
1727,Efoulan,182
1728,Enongal,182
1729,Ma'amezam,182
1730,Mefo,182
1731,Melangue 1,182
1732,Mengong,182
1733,Meyo Ville,182
1734,Ngoulemakong,182
1735,Ngoulessaman,182
1736,Nkoetye,182
1737,Nnemeyong 2,182
1738,Soumou,182
1739,Adjap,183
1740,Akom II,183
1741,Bandevouri,183
1742,Campo,183
1743,Elog - Batindi,183
1744,Grand Batanga,183
1745,Hevecam,183
1746,Kribi,183
1747,Londji,183
1748,Nkollo,183
1749,Socapalm,183
1750,Akom Bikoe,184
1751,Atog Boga,184
1752,Bipindi,184
1753,Elon,184
1754,Lolodorf,184
1755,Melondo,184
1756,Mvengue,184
1757,Ngovayang,184
1758,Nkoampoer,184
1759,Bengbis,185
1760,Ekong,185
1761,Enyeng,185
1762,Koum Yetotan,185
1763,Mbometa,185
1764,Mekas,185
1765,Mengon,185
1766,Messok,185
1767,Meyomessala,185
1768,Ngoasse,185
1769,Nkolenyeng,185
1770,Olembe,185
1771,Amvom,186
1772,Biwong Bulu,186
1773,Endengue,186
1774,Koungoulou,186
1775,Mvangan,186
1776,Nselang,186
1777,Mekomengona,187
1778,Olamze,187
1779,Akomessing,188
1780,Akon,188
1781,Avebe Esse,188
1782,Elom Yemfek,188
1783,Meyomadjom,188
1784,Meyomessi,188
1785,Mezesse,188
1786,Nkolnguet,188
1787,Nkolotou'outou,188
1788,Olounou,188
1789,Oveng Yemvak,188
1790,Ebamina,189
1791,Ekombite,189
1792,Fibot,189
1793,Messam,189
1794,Mfouladja,189
1795,Ndele,189
1796,Nden,189
1797,Nkolbang,189
1798,Zoetele,189
1799,Ekajoh Bajoh,189